581387 447    581387   15    0  1050    850    825    198    201  24   0
582606 448    582606    0    0   700      0      0   3278    616   4   0
583150 449    583150   13    0   750    800    725    703    233   0   0
584932 450    584932   10    7  2900   1475      0    261   1222  79   3
586292 451    586292    0    0  1150      0      0   2585    536  55   0
587570 452    587570    0    0   950      0      0   4051    570  81   0
588951 453    588951    0    0   700      0      0   2370    705  16   0
590161 454    590161    1    0  1050     50      0   3350    501   7   0
590764 455    590764   18    0   900   1000    900    125    219  19   0
591922 456    591922    0    0   700    600      0    161    579   3   0
593267 457    593267    0    0  1050    150      0   2906    585   2   0
594376 458    594376    0    0   700    250      0    650    609   4   0
596087 459    596087    9   10  2700   1200      0    635   1298  52  11
597896 460    597896    0    0   700    350      0      0    904   0   0
599675 461    599675    2    0  1500    300      0   4937    626  12   0
600979 462    600979    0    0   800    450      0    700    627  12   0
602280 463    602280    0    0  1150      0      0   2658    509  15   0
604056 464    604056    1    2  2150    675      0   1833    554  297   8
605156 465    605156    1    0   800      0      0   1662    550   2   0
606963 466    606963    0    0  1200     50      0   2148    734  31   0
608719 467    608719   20    3  3300   1350      0   5897    594  109   4
610034 468    610034    0    0   900      0      0   3105    602  15   0
611347 469    611347    3    0  1000      0      0   4503    583  95   0
613128 470    613128    0    0  1600    800      0    834    598  42   1
614409 471    614409    1    0  1100     50      0   4574    537  82   0
616198 472    616198   14    9  2600   1450      0   2854    706  112   4
616782 473    616782   16    0   800   1050    900    267    246  127   4
618128 474    618128    0    0   850      0      0   3531    626  19   0
619416 475    619416    2    0  1200      0      0   3856    514  14   0
621172 476    621172   22   18  3050   1050      0   2836    965  136   4
622591 477    622591    0    0  1250     50      0    701    526  22   0
624025 478    624025    0    0   950    450      0    862   1066  76   2
625787 479    625787    1    0  1300    950      0    818    700  18   0
627243 480    627243    0    0  1100    300      0    322    603  32   0
628572 481    628572    1    0  1150      0      0   1908    521  33   0
630100 482    630100    0    0  1000    275      0   2162    683  20   0
631889 483    631889   11    3  1950    450      0   1685   1305  112   4
633276 484    633276    0    0  1150    100      0   2619    535  89   0
635009 485    635009    3    0  1100    350      0   2063   1575  180   3
636224 486    636224    1    0   950    350      0    442    528  14   0
638004 487    638004   17    1  1450   2650   2250   2309   1411  53   3
639305 488    639305    0    0   700    475      0   1137   1688  52   2
640561 489    640561    0    0   800      0      0    274    610  16   0
642112 490    642112    8    0  1350    750      0    561    683   5   0
643333 491    643333    1    0  2000    850      0   1262    205  82   1
644572 492    644572   15    0  1350    450      0      5    392  85   1
646161 493    646161    6    0  1050     50      0   7569   1211  70   1
647492 494    647492    0    0  1050     50      0   2024    576  31   0
648714 495    648714    0    0   650    350      0    496    636  14   0
650513 496    650513    0    0  1900    550      0   2282   1266  163   4
652153 497    652153    0    2  1050    100      0   4938   1953  218   7
653867 498    653867    3    2  1650    225      0   7783   1327  207   6
655108 499    655108    1    0   750    350      0    331    636  18   0
656335 500    656335    0    0   800      0      0   3082    593  21   0
658118 501    658118    1    0  1050    150      0   3922   1232  67   6
659277 502    659277   10    0  1050    100      0   1173    483   2   0
661043 503    661043    0    0  1250    400      0     14   1242  44   1
662148 504    662148    0    0   650    150      0   1993    634   2   0
663788 505    663788    8    5  1500   1400      0   6935   2240  108   5
665577 506    665577    3    4  1750   3625      0   1549    856  229   8
666902 507    666902    0    0   800      0      0   4271    670  63   2
668646 508    668646    1    1  1750    650      0   2295   1135  101   3
670058 509    670058    0    0  1050      0      0   4504    601  86   1
671338 510    671338    0    0   950    500      0    570    578  60   0
672475 511    672475   15    0  1350    500      0      0    116  60   0
